Country,Library,LC Class,1 Holding,2 Holdings,3 Holdings,4 Holdings,5 Holdings,6 Holdings,7 Holdings,8 Holdings,9 Holdings,10 Holdings,11 Holdings,12 Holdings,13 Holdings,14 Holdings,15 Holdings
Chile,MNU,M,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
Chile,MNU,N,2,1,2,3,0,1,0,0,0,0,0,0,0,0,0
Chile,MNU,P,25,46,71,106,76,52,31,16,12,7,7,4,0,0,0
Chile,MNU,Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,MNU,R,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0
Chile,MNU,S,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Chile,MNU,T,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,MNU,U,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0
Chile,MNU,V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,MNU,Z,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Chile,LDL,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,LDL,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,LDL,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,LDL,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,LDL,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,LDL,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,LDL,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,LDL,H,0,0,2,9,5,17,17,12,7,5,0,0,0,0,0
Chile,LDL,J,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Chile,LDL,K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,LDL,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,LDL,M,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chile,LDL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,LDL,P,1,0,2,1,3,3,3,4,3,2,3,2,0,0,0
Chile,LDL,Q,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chile,LDL,R,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Chile,LDL,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,LDL,T,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Chile,LDL,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,LDL,V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,LDL,Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,GZM,A,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,GZM,B,9,3,3,0,2,1,0,0,0,0,0,0,0,0,0
Chile,GZM,C,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Chile,GZM,D,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Chile,GZM,E,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Chile,GZM,F,84,77,70,93,63,21,7,1,0,1,0,0,0,0,0
Chile,GZM,G,6,5,6,2,1,0,0,0,0,0,0,0,0,0,0
Chile,GZM,H,65,49,51,65,36,24,24,19,9,6,0,0,0,0,0
Chile,GZM,J,19,15,19,28,17,10,4,2,0,0,0,0,0,0,0
Chile,GZM,K,8,1,2,7,3,0,0,0,0,0,0,0,0,0,0
Chile,GZM,L,24,31,12,1,1,1,0,0,0,0,0,0,0,0,0
Chile,GZM,M,5,3,0,2,1,0,2,0,0,0,0,0,0,0,0
Chile,GZM,N,15,22,5,2,0,1,0,0,0,0,0,0,0,0,0
Chile,GZM,P,392,281,196,159,91,59,37,24,12,7,7,3,0,0,0
Chile,GZM,Q,5,3,0,1,0,0,0,1,0,0,0,0,0,0,0
Chile,GZM,R,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Chile,GZM,S,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chile,GZM,T,2,4,4,0,1,0,1,1,0,1,0,0,0,0,0
Chile,GZM,U,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0
Chile,GZM,V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,GZM,Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,IUL,A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Colombia,IUL,B,7,6,3,3,3,1,2,0,0,0,0,0,0,0,0
Colombia,IUL,C,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Colombia,IUL,D,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0
Colombia,IUL,E,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0
Colombia,IUL,F,27,38,37,49,34,14,5,2,0,0,0,0,0,0,0
Colombia,IUL,G,6,3,1,0,3,2,2,0,0,0,0,0,0,0,0
Colombia,IUL,H,23,16,22,17,13,14,3,4,1,1,1,0,0,0,0
Colombia,IUL,J,2,9,9,8,3,2,0,0,0,0,0,0,0,0,0
Colombia,IUL,K,6,4,3,1,1,1,0,0,0,0,0,0,0,0,0
Colombia,IUL,L,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0
Colombia,IUL,M,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0
Colombia,IUL,N,7,3,1,2,0,2,0,0,0,1,0,0,0,0,0
Colombia,IUL,P,52,83,63,63,27,21,16,11,2,5,2,0,0,0,0
Colombia,IUL,Q,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0
Colombia,IUL,R,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
Colombia,IUL,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,IUL,T,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Colombia,IUL,U,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Colombia,IUL,V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,IUL,Z,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Colombia,EEM,A,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
Colombia,EEM,B,3,1,6,3,5,3,3,0,0,0,0,0,0,0,0
Colombia,EEM,C,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Colombia,EEM,D,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
Colombia,EEM,E,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0
Colombia,EEM,F,22,24,39,42,55,28,15,10,0,0,0,0,0,0,0
Colombia,EEM,G,3,6,14,5,7,2,1,0,0,0,0,0,0,0,0
Colombia,EEM,H,19,12,28,30,28,19,11,8,3,1,1,0,0,0,0
Colombia,EEM,J,1,5,3,6,5,4,1,0,0,0,0,0,0,0,0
Colombia,EEM,K,0,3,4,6,2,3,0,0,0,0,0,0,0,0,0
Colombia,EEM,L,2,5,2,3,3,0,0,1,0,0,0,0,0,0,0
Colombia,EEM,M,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0
Colombia,EEM,N,1,6,1,8,3,1,0,2,0,1,0,0,0,0,0
Colombia,EEM,P,79,68,85,110,82,62,42,30,14,7,4,0,0,0,0
Colombia,EEM,Q,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,EEM,R,2,0,1,0,3,1,0,0,0,0,0,0,0,0,0
Colombia,EEM,S,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Colombia,EEM,T,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,EEM,U,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
Colombia,EEM,V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,EEM,Z,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0
Colombia,INU,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,INU,B,0,2,3,1,4,2,3,0,0,0,0,0,0,0,0
Colombia,INU,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,INU,D,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
Colombia,INU,E,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Colombia,INU,F,2,3,4,11,7,14,7,6,0,0,0,0,0,0,0
Colombia,INU,G,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
Colombia,INU,H,3,1,5,1,10,9,4,6,2,1,1,0,0,0,0
Colombia,INU,J,0,1,0,2,2,2,1,0,0,0,0,0,0,0,0
Colombia,INU,K,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Colombia,INU,L,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Colombia,INU,M,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Colombia,INU,N,1,2,0,1,2,1,0,1,0,1,0,0,0,0,0
Colombia,INU,P,8,5,3,6,5,12,7,6,2,3,3,0,0,0,0
Colombia,INU,Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,INU,R,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Colombia,INU,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,INU,T,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,INU,U,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Colombia,INU,V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,INU,Z,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Colombia,OSU,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,OSU,B,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Colombia,OSU,C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Colombia,OSU,D,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Colombia,OSU,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,OSU,F,1,4,0,1,3,1,0,2,0,0,0,0,0,0,0
Colombia,OSU,G,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,OSU,H,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Colombia,OSU,J,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,OSU,K,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,OSU,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,OSU,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,OSU,N,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Colombia,OSU,P,1,5,8,7,4,3,2,2,1,3,3,0,0,0,0
Colombia,OSU,Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,OSU,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,OSU,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,OSU,T,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,OSU,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,OSU,V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,OSU,Z,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,UPM,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,UPM,B,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0
Colombia,UPM,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,UPM,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,UPM,E,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Colombia,UPM,F,1,1,0,1,2,2,2,0,0,0,0,0,0,0,0
Colombia,UPM,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,UPM,H,1,0,2,1,0,0,1,1,0,1,0,0,0,0,0
Colombia,UPM,J,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Colombia,UPM,K,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Colombia,UPM,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,UPM,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,UPM,N,0,2,0,1,1,1,0,0,0,2,0,0,0,0,0
Colombia,UPM,P,4,6,7,12,14,16,17,17,11,7,4,0,0,0,0
Colombia,UPM,Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,UPM,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,UPM,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,UPM,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,UPM,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,UPM,V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,UPM,Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Colombia,IPL,A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Colombia,IPL,B,0,1,0,2,5,0,0,0,0,0,0,0,0,0,0
Colombia,IPL,C,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Colombia,IPL,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,IPL,E,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Colombia,IPL,F,3,2,9,4,3,7,6,4,0,0,0,0,0,0,0
Colombia,IPL,G,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Colombia,IPL,H,3,3,4,6,6,5,4,4,1,0,0,0,0,0,0
Colombia,IPL,J,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Colombia,IPL,K,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0
Colombia,IPL,L,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Colombia,IPL,M,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Colombia,IPL,N,0,2,0,2,1,1,0,0,0,2,0,0,0,0,0
Colombia,IPL,P,4,14,10,28,29,30,27,19,13,7,4,0,0,0,0
Colombia,IPL,Q,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,IPL,R,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Colombia,IPL,S,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Colombia,IPL,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,IPL,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,IPL,V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,IPL,Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,NJR,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,NJR,B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Colombia,NJR,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,NJR,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,NJR,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,NJR,F,1,3,3,5,3,1,2,1,0,0,0,0,0,0,0
Colombia,NJR,G,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Colombia,NJR,H,9,10,11,7,11,9,4,3,3,1,1,0,0,0,0
Colombia,NJR,J,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Colombia,NJR,K,5,1,0,1,0,1,1,0,0,0,0,0,0,0,0
Colombia,NJR,L,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0
Colombia,NJR,M,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
Colombia,NJR,N,4,1,1,2,0,2,0,1,0,1,0,0,0,0,0
Colombia,NJR,P,12,7,6,1,2,5,2,5,2,2,1,0,0,0,0
Colombia,NJR,Q,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,NJR,R,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Colombia,NJR,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,NJR,T,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,NJR,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,NJR,V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,NJR,Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,CGU,A,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,CGU,B,29,30,13,12,7,3,5,0,0,0,0,0,0,0,0
Colombia,CGU,C,4,8,2,0,1,1,0,0,0,0,0,0,0,0,0
Colombia,CGU,D,1,0,8,0,1,0,1,0,0,0,0,0,0,0,0
Colombia,CGU,E,3,1,4,4,1,1,0,0,0,0,0,0,0,0,0
Colombia,CGU,F,147,212,185,138,83,36,16,10,0,0,0,0,0,0,0
Colombia,CGU,G,39,19,24,6,8,2,2,0,0,0,0,0,0,0,0
Colombia,CGU,H,184,192,157,94,53,30,10,8,3,1,1,0,0,0,0
Colombia,CGU,J,39,70,58,31,8,6,1,0,0,0,0,0,0,0,0
Colombia,CGU,K,54,49,23,17,5,4,1,0,0,0,0,0,0,0,0
Colombia,CGU,L,19,20,13,8,4,0,0,1,0,0,0,0,0,0,0
Colombia,CGU,M,19,12,6,5,2,0,0,0,0,0,0,0,0,0,0
Colombia,CGU,N,236,54,13,12,3,4,0,2,0,1,0,0,0,0,0
Colombia,CGU,P,232,294,225,169,95,63,40,28,15,8,5,0,0,0,0
Colombia,CGU,Q,9,4,5,1,2,0,0,0,0,0,0,0,0,0,0
Colombia,CGU,R,7,9,3,1,4,1,0,0,0,0,0,0,0,0,0
Colombia,CGU,S,6,3,1,0,0,1,0,0,0,0,0,0,0,0,0
Colombia,CGU,T,49,13,14,0,1,0,0,0,0,0,0,0,0,0,0
Colombia,CGU,U,4,1,11,3,1,1,0,0,0,0,0,0,0,0,0
Colombia,CGU,V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,CGU,Z,2,3,4,0,1,2,0,0,0,0,0,0,0,0,0
Colombia,UIU,A,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
Colombia,UIU,B,12,16,7,7,9,3,4,0,0,0,0,0,0,0,0
Colombia,UIU,C,2,3,3,0,1,1,0,0,0,0,0,0,0,0,0
Colombia,UIU,D,1,1,5,0,1,0,1,0,0,0,0,0,0,0,0
Colombia,UIU,E,0,2,3,3,1,1,0,0,0,0,0,0,0,0,0
Colombia,UIU,F,72,150,135,115,69,32,13,10,0,0,0,0,0,0,0
Colombia,UIU,G,24,18,18,3,6,0,2,0,0,0,0,0,0,0,0
Colombia,UIU,H,62,134,115,83,45,25,10,7,3,1,1,0,0,0,0
Colombia,UIU,J,13,42,41,26,7,5,0,0,0,0,0,0,0,0,0
Colombia,UIU,K,13,27,13,12,6,3,1,0,0,0,0,0,0,0,0
Colombia,UIU,L,10,12,11,5,5,0,0,1,0,0,0,0,0,0,0
Colombia,UIU,M,8,11,3,4,2,0,0,0,0,0,0,0,0,0,0
Colombia,UIU,N,22,18,9,8,3,2,0,2,0,1,0,0,0,0,0
Colombia,UIU,P,369,338,227,157,89,64,41,27,15,7,5,0,0,0,0
Colombia,UIU,Q,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0
Colombia,UIU,R,3,4,2,1,4,2,0,0,0,0,0,0,0,0,0
Colombia,UIU,S,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,UIU,T,5,7,13,0,1,0,0,0,0,0,0,0,0,0,0
Colombia,UIU,U,3,1,6,2,1,1,0,0,0,0,0,0,0,0,0
Colombia,UIU,V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,UIU,Z,2,3,4,0,2,2,0,0,0,0,0,0,0,0,0
Colombia,NUI,A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Colombia,NUI,B,4,4,2,0,4,1,1,0,0,0,0,0,0,0,0
Colombia,NUI,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,NUI,D,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0
Colombia,NUI,E,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Colombia,NUI,F,9,10,10,9,8,12,7,6,0,0,0,0,0,0,0
Colombia,NUI,G,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0
Colombia,NUI,H,9,3,2,4,7,5,3,3,0,0,1,0,0,0,0
Colombia,NUI,J,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0
Colombia,NUI,K,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Colombia,NUI,L,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Colombia,NUI,M,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,NUI,N,8,13,8,7,1,2,0,2,0,2,0,0,0,0,0
Colombia,NUI,P,182,168,133,132,89,60,36,29,12,8,5,0,0,0,0
Colombia,NUI,Q,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,NUI,R,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Colombia,NUI,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,NUI,T,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,NUI,U,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,NUI,V,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,NUI,Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,UMC,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,UMC,B,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0
Colombia,UMC,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,UMC,D,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Colombia,UMC,E,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Colombia,UMC,F,4,0,3,5,3,4,3,3,0,0,0,0,0,0,0
Colombia,UMC,G,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
Colombia,UMC,H,0,3,5,3,1,3,3,1,1,0,1,0,0,0,0
Colombia,UMC,J,3,3,1,1,0,1,1,0,0,0,0,0,0,0,0
Colombia,UMC,K,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
Colombia,UMC,L,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Colombia,UMC,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,UMC,N,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Colombia,UMC,P,4,3,6,6,3,8,4,7,9,3,4,0,0,0,0
Colombia,UMC,Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,UMC,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,UMC,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,UMC,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,UMC,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,UMC,V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,UMC,Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Colombia,EYM,A,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Colombia,EYM,B,6,7,8,9,7,3,5,0,0,0,0,0,0,0,0
Colombia,EYM,C,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Colombia,EYM,D,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Colombia,EYM,E,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0
Colombia,EYM,F,15,44,85,89,63,33,13,10,0,0,0,0,0,0,0
Colombia,EYM,G,7,3,4,3,7,2,1,0,0,0,0,0,0,0,0
Colombia,EYM,H,43,50,66,60,39,27,9,6,3,1,1,0,0,0,0
Colombia,EYM,J,10,14,29,18,7,5,1,0,0,0,0,0,0,0,0
Colombia,EYM,K,13,15,10,12,4,3,0,0,0,0,0,0,0,0,0
Colombia,EYM,L,7,10,4,5,4,0,0,1,0,0,0,0,0,0,0
Colombia,EYM,M,7,5,6,4,0,0,0,0,0,0,0,0,0,0,0
Colombia,EYM,N,3,6,5,7,1,4,0,2,0,2,0,0,0,0,0
Colombia,EYM,P,69,87,95,117,76,62,41,27,14,8,4,0,0,0,0
Colombia,EYM,Q,11,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Colombia,EYM,R,7,7,5,1,2,2,0,0,0,0,0,0,0,0,0
Colombia,EYM,S,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Colombia,EYM,T,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0
Colombia,EYM,U,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0
Colombia,EYM,V,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,EYM,Z,1,2,2,0,2,1,0,0,0,0,0,0,0,0,0
Colombia,MNU,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,MNU,B,9,4,7,5,5,3,4,0,0,0,0,0,0,0,0
Colombia,MNU,C,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Colombia,MNU,D,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Colombia,MNU,E,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
Colombia,MNU,F,36,44,41,49,42,21,9,6,0,0,0,0,0,0,0
Colombia,MNU,G,3,2,1,2,2,1,2,0,0,0,0,0,0,0,0
Colombia,MNU,H,63,49,45,44,23,18,6,5,3,1,1,0,0,0,0
Colombia,MNU,J,13,13,16,17,3,4,1,0,0,0,0,0,0,0,0
Colombia,MNU,K,15,11,9,10,4,3,0,0,0,0,0,0,0,0,0
Colombia,MNU,L,11,8,2,3,1,0,0,1,0,0,0,0,0,0,0
Colombia,MNU,M,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0
Colombia,MNU,N,8,11,1,0,2,0,0,2,0,2,0,0,0,0,0
Colombia,MNU,P,46,43,34,54,40,29,14,17,8,5,5,0,0,0,0
Colombia,MNU,Q,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0
Colombia,MNU,R,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0
Colombia,MNU,S,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Colombia,MNU,T,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0
Colombia,MNU,U,2,0,7,1,2,1,0,0,0,0,0,0,0,0,0
Colombia,MNU,V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,MNU,Z,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Colombia,LDL,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,LDL,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,LDL,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,LDL,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,LDL,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,LDL,F,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
Colombia,LDL,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,LDL,H,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,LDL,J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,LDL,K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,LDL,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,LDL,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,LDL,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Colombia,LDL,P,3,0,0,1,4,3,1,8,4,1,1,0,0,0,0
